"approx_date_closed","approx_date_reopened","bin","borough","closuretype","doittid","editdate","gispropnum","omppropid","parkdistrict","status","system","polygon"
,,"4135976","Q",,"698153","2020-08-12T21:57:42.000","Q012","Q012-ZN01","Q-07A","Active","Q012-ZN01-BLG0359","POLYGON ((-73.7693662439053 40.772158818526776, -73.7693549062258 40.77212826957402, -73.76933394154086 40.77213276615752, -73.76927728737854 40.771980112383986, -73.76930173585392 40.771974868161884, -73.76928594815665 40.77193232815611, -73.76935119500521 40.77191833254309, -73.76936726321455 40.77196162952661, -73.76938924490071 40.77195691434845, -73.76944561763703 40.77210881197923, -73.76942229405363 40.77211381444576, -73.76942650124522 40.77212515033189, -73.76943771572618 40.772155369445755, -73.76937032904414 40.77216982458534, -73.7693662439053 40.772158818526776))"
"2020-05-12T14:38:44.000","2020-06-21T00:00:00.000","2111678","X","inside closed playground","2993","2020-08-12T21:57:42.000","X193","X193","X-12","Reopened","X193-BLG0940","POLYGON ((-73.83914262889826 40.88553085443429, -73.83918375029634 40.885520003230674, -73.83920749418617 40.88557182784644, -73.83920676400965 40.88557202043402, -73.839136961464 40.88559043989498, -73.83911321762247 40.885538615264906, -73.83914262889826 40.88553085443429))"
,,"4594533","Q",,"1071102","2020-08-12T21:57:41.000","Q448","Q448-ZN02A","Q-12","Active","Q448-ZN02A-BLG0399","POLYGON ((-73.7725270463261 40.68758774662635, -73.77254014262729 40.68757720044934, -73.77255754089923 40.687589719598925, -73.77263225807891 40.68764348130308, -73.77252508775302 40.687729784828655, -73.77243297228873 40.687663503889816, -73.7725270463261 40.68758774662635))"
,,"3418110","B",,"294259","2020-08-12T21:57:41.000","B054","B054","B-08","UnderConstruction","B054-BLG1095","POLYGON ((-73.92752111100289 40.66640899255716, -73.92753131345657 40.66630886879562, -73.9276188618996 40.66631404154665, -73.92760865957749 40.66641416441539, -73.92752111100289 40.66640899255716))"
"2020-05-12T14:38:41.000","2020-06-21T00:00:00.000","1090507","M",,"1283771","2020-08-12T21:57:41.000","M077","M077-02","M-09","Reopened","M077-02-BLG1504","POLYGON ((-73.9490037669696 40.81559389174004, -73.94908121804383 40.815620924672906, -73.94905258473077 40.8156682646615, -73.94897513242712 40.81564123260958, -73.9490037669696 40.81559389174004))"
"2020-05-12T14:38:40.000","2020-06-21T00:00:00.000","1084080","M",,"1244064","2020-08-12T21:57:41.000","M077","M077-03","M-09","Reopened","M077-03-BLG1499","POLYGON ((-73.9466331884974 40.82084826609722, -73.94664646716836 40.820819921016714, -73.94671472113262 40.820838374030565, -73.94671617644661 40.82083876731946, -73.94671565280579 40.82083988459339, -73.94669207230852 40.82089021954146, -73.94667233904613 40.82088488488187, -73.94662236298323 40.82087137322427, -73.9466331884974 40.82084826609722))"
"2020-05-12T14:38:39.000","2020-06-21T00:00:00.000","1089540","M",,"1225575","2020-08-12T21:57:41.000","M077","M077-04","M-09","Reopened","M077-04-BLG1501","POLYGON ((-73.95087720964261 40.81371462460285, -73.95091144276913 40.81366497495465, -73.95097560695261 40.81369051334468, -73.95094137386144 40.813740162111266, -73.95087720964261 40.81371462460285))"
,,"4265591","Q",,"510702","2020-08-12T21:57:41.000","Q005","Q005-ZN01","Q-12","Active","Q005-ZN01-BLG0419","POLYGON ((-73.78712665509943 40.68132972175189, -73.78720525121156 40.68129591494353, -73.78732052632776 40.68145123579279, -73.78724193009108 40.68148504267922, -73.78712665509943 40.68132972175189))"
,,"4572064","Q",,"753069","2020-08-12T21:57:40.000","Q005","Q005-ZN03","Q-12","Active","Q005-ZN03-BLG0356","POLYGON ((-73.78416051827506 40.6778288595724, -73.78405047997529 40.677789013225905, -73.78408632082713 40.677731644593514, -73.7842053356474 40.67777474149989, -73.78417170401038 40.67782857437942, -73.78416949487476 40.67783211016906, -73.78416051827506 40.6778288595724))"
,"2020-06-21T14:30:00.000","4442278","Q",,"834229","2020-08-12T21:57:40.000","Q005","Q005-ZN04","Q-12","Reopened","Q005-ZN04-BLG0420","POLYGON ((-73.78775719772467 40.6746587267502, -73.78778042667108 40.674586083422874, -73.7877809716065 40.674586184385475, -73.78789648608654 40.67460760098473, -73.78787374706715 40.674678712557494, -73.7878732584561 40.67468023983495, -73.78775719772467 40.6746587267502))"
,,"4527587","Q",,"971927","2020-08-12T21:57:39.000","Q005","Q005-ZN02","Q-12","Active","Q005-BLG0172","POLYGON ((-73.78666683839614 40.6779742910565, -73.78673969570562 40.67796475456485, -73.78675754148257 40.67804378281276, -73.78668468409222 40.67805331841517, -73.78666683839614 40.6779742910565))"
,,"4586369","Q",,"599387","2020-08-12T21:57:39.000","Q005","Q005-ZN05","Q-12","Active","Q005-ZN05-BLG0418","POLYGON ((-73.78859273319458 40.66914451130776, -73.78861143564714 40.66907296979061, -73.78873865960358 40.66909225215083, -73.78871995728208 40.66916379368849, -73.78859273319458 40.66914451130776))"
,"2020-06-21T12:55:56.000","4095654","Q",,"1283770","2020-08-12T21:57:39.000","Q009","Q009-ZN02","Q-07","Reopened","Q009-ZN02-BLG0409","POLYGON ((-73.85138217610375 40.793466829192425, -73.85142289920401 40.79348117715353, -73.85144006709199 40.79351455565486, -73.85142039700524 40.79354848190374, -73.85137491376072 40.793560335996084, -73.85132948917209 40.793545386722656, -73.85131310586678 40.79351141308514, -73.85133355387971 40.793479870584385, -73.85138217610375 40.793466829192425))"
,,"4528585","Q",,"979093","2020-08-12T21:57:39.000","Q406","Q406","Q-13","Active","Q406-BLG0539","POLYGON ((-73.7594964297506 40.66382793609044, -73.7595233593833 40.663776783448654, -73.75959190073715 40.66379770710033, -73.75956497115185 40.663848858857534, -73.7594964297506 40.66382793609044))"
"2020-05-12T14:38:28.000","2020-06-23T00:00:00.000","3388340","B","Completely Locked","1261724","2020-08-12T21:57:39.000","B032","B032-01","B-02","Reopened","B032-01-BLG1014","POLYGON ((-73.97726535808529 40.69235451258922, -73.97718884444991 40.692362093275726, -73.97717931133253 40.69230634422834, -73.97725582372222 40.69229876264739, -73.97726535808529 40.69235451258922))"
"2020-05-28T16:37:36.000","2020-06-23T00:00:00.000","3388341","B","Completely Locked","630917","2020-08-12T21:57:38.000","B032","B032_temp","B-02","Reopened","B032-ZN01-BLG1013","POLYGON ((-73.97474283023654 40.6922984132637, -73.97471572204545 40.69228041956384, -73.974695195909 40.69229833526116, -73.97464514650481 40.692265113325675, -73.97466567264448 40.69224719763719, -73.97463168426246 40.692224636801626, -73.97472946850172 40.69213928787988, -73.9748248077399 40.692202572516514, -73.9748406144417 40.692213064248286, -73.97480668793673 40.69224267650034, -73.97474283023654 40.6922984132637))"
,,"3423771","B",,"1201160","2020-08-12T21:57:38.000","B080","B080","B-13","Active","B080-BLG1137","POLYGON ((-73.9728595948364 40.57543790292821, -73.97287808000074 40.575379754129536, -73.972949609557 40.57539297538379, -73.97293112445163 40.57545112329339, -73.9728595948364 40.57543790292821))"
"2020-05-12T14:38:25.000","2020-06-22T00:00:00.000","5156998","R",,"942400","2020-08-12T21:57:38.000","R046","R046","R-02B","Reopened","R046-BLG6198","POLYGON ((-74.06349540091038 40.5924050837966, -74.06361329798486 40.59234175053379, -74.06365775752644 40.59238984536861, -74.06353986040922 40.59245317867678, -74.06349540091038 40.5924050837966))"
,,"5162375","R",,"288848","2020-08-12T21:57:38.000","R046","R046-ZN03","R-02B","Active","R046-ZN03-BLG1318","POLYGON ((-74.07575955627732 40.57984836619933, -74.07589312421322 40.579697478940616, -74.07591356305029 40.579707997069505, -74.07596914915625 40.5797366024043, -74.07597168879792 40.57973790918681, -74.07589757272419 40.57982163669572, -74.07583812213979 40.57988879653551, -74.07575955627732 40.57984836619933))"
"2020-05-12T14:38:23.000","2020-06-21T00:00:00.000","1089166","M","Completely Locked","148253","2020-08-12T21:57:38.000","M037","M037-04","M-12A","Reopened","M037-04-BLG1550","POLYGON ((-73.92709517040929 40.852819842448845, -73.92713448464865 40.852767450574184, -73.92714763517733 40.85277314008071, -73.92716388366458 40.8527514863146, -73.92716876497799 40.852744981543886, -73.92717582150304 40.852748034162445, -73.92723279884476 40.852772685052244, -73.92721583301793 40.85279530010037, -73.92722868484545 40.85280085973835, -73.92719617956507 40.85284417808671, -73.9271660210678 40.85288437860454, -73.92708730151526 40.85285032631854, -73.92709196194062 40.8528441122703, -73.92710649665555 40.85282474197651, -73.92709517040929 40.852819842448845))"
"2020-05-12T14:38:22.000","2020-06-21T00:00:00.000","1090093","M","Completely Locked","1269520","2020-08-12T21:57:38.000","M037","M037-03","M-12A","Reopened","M037-03-BLG1549","POLYGON ((-73.93114072654342 40.847233265431335, -73.93117643773293 40.84718309059569, -73.93124390921969 40.84721078225115, -73.9312081980662 40.84726095710744, -73.93114072654342 40.847233265431335))"
,,"3400244","B",,"491462","2020-08-12T21:57:38.000","B082","B082-ZN02","B-10","Active","B082-ZN02-BLG1104","POLYGON ((-74.03862312643015 40.63211842937782, -74.03865656998667 40.6320872502623, -74.03865003109811 40.63208317941132, -74.03874142096207 40.631997977530226, -74.03874795984787 40.63200204837604, -74.03877960996698 40.631972541192674, -74.03883085806179 40.63200444730923, -74.03880059133671 40.63203266539655, -74.03883981642831 40.632057085045226, -74.03874912125754 40.63214164019697, -74.03870989614943 40.63211722051753, -74.03867722167774 40.63214768167583, -74.03867437456223 40.632150335563615, -74.03866679038909 40.63214561398968, -74.03862312643015 40.63211842937782))"
"2020-06-01T16:56:19.000","2020-06-23T00:00:00.000","3340027","B","Completely Locked","444886","2020-08-12T21:57:37.000","B082","B082-ZN05","B-10","Reopened","B082-ZN05-BLG1107","POLYGON ((-74.03930452759437 40.61627940709528, -74.03927011554907 40.616211139561166, -74.0393660863219 40.61618304740464, -74.03936343022774 40.616177777565376, -74.03949377268543 40.61613962281309, -74.03955552393413 40.6161215470371, -74.0395586592049 40.616127766756634, -74.03964956690496 40.616101156561704, -74.03968350129756 40.61616847409845, -74.03959259351994 40.61619508522051, -74.03959487339897 40.61619960775174, -74.03951555159952 40.61622282706178, -74.03940277831884 40.616255837445216, -74.03940049845086 40.616251314910215, -74.03930452759437 40.61627940709528))"
,,"3397289","B",,"406606","2020-08-12T21:57:37.000","B082","B082-ZN04","B-10","Active","B082-ZN04-BLG1106","POLYGON ((-74.03563618626202 40.611958268292085, -74.0357010683722 40.61192018312414, -74.03579919787039 40.61201728552971, -74.03576916130751 40.61203490547449, -74.03574476891762 40.612049213340185, -74.03572761190335 40.61205927839732, -74.03562949191286 40.611962198441134, -74.03563618626202 40.611958268292085))"
,,"2124766","X",,"1216114","2020-08-12T21:57:37.000","X047","X047-ZN01","X-04","Active","X047-BLG0811","POLYGON ((-73.92592639234157 40.82134829633076, -73.925971779755 40.82131153209683, -73.92605049621764 40.82136761329116, -73.9260051099948 40.82140437755649, -73.92592639234157 40.82134829633076))"
,,"2015440","X",,"550218","2020-08-12T21:57:37.000","X136","X136","X-07","Active","X136-BLG0848","POLYGON ((-73.89276987043101 40.875366250079985, -73.89272735693794 40.875347052681335, -73.8927191792832 40.87535748714188, -73.89259376211442 40.87530085673922, -73.89260193978188 40.87529042228747, -73.89255784022217 40.875270510163254, -73.89263038113661 40.87517794984655, -73.89271673323594 40.87521694115564, -73.89284241115473 40.875273689631626, -73.89281207938267 40.87531239236569, -73.89276987043101 40.875366250079985))"
,,"2127796","X",,"1269126","2020-08-12T21:57:37.000","X118","X118-02","X-09","Active","X118-02-BLG0885","POLYGON ((-73.8703335340516 40.817939214810174, -73.87040678898175 40.81792821114191, -73.87045017457207 40.818082509720675, -73.87037692066446 40.818093513417494, -73.8703335340516 40.817939214810174))"
,,"1079658","M",,"86250","2020-08-12T21:57:37.000","M144","M144-ZN06","M-03","Active","M144-ZN06-BLG1520","POLYGON ((-73.97276708954966 40.72386905331839, -73.9727802068814 40.7238192339423, -73.97288753031218 40.7238355909011, -73.97287441305745 40.72388541028929, -73.97276708954966 40.72386905331839))"
,,"3174928","B",,"148220","2020-08-12T21:57:37.000","B128","B128","B-12","Active","B128-BLG1128","POLYGON ((-73.96955009770006 40.610077737136066, -73.96953267229647 40.60998454656113, -73.96961087232457 40.60997605373336, -73.96961965638936 40.61002302815377, -73.96970271197506 40.610014008841254, -73.96971135347754 40.6100602240773, -73.96955009770006 40.610077737136066))"
"2020-05-12T14:38:10.000","2020-06-21T00:00:00.000","1084026","M","Completely Locked","776134","2020-08-12T21:57:37.000","M056","M056-02","M-09","Reopened","M056-02-BLG1503","POLYGON ((-73.95779857391078 40.80679354812089, -73.95783497114327 40.80674495614295, -73.95784188557741 40.80674794652503, -73.95789731836776 40.80677191913717, -73.95787605603212 40.80680030498168, -73.95786092116609 40.80682051113461, -73.95779857391078 40.80679354812089))"
"2020-05-12T14:38:09.000","2020-06-22T00:00:00.000","3229156","B","Completely Locked","325072","2020-08-12T21:57:36.000","B247","B247-01","B-18","Reopened","B247-01-BLG1215","POLYGON ((-73.89392232350619 40.653713443691004, -73.89398842870868 40.653685315730826, -73.89402558191483 40.65373596267152, -73.8939594766778 40.65376409065292, -73.89392232350619 40.653713443691004))"
"2020-05-12T14:38:08.000","2020-06-21T13:10:59.000","4101351","Q",,"155296","2020-08-12T21:57:36.000","Q126","Q126-01","Q-07","Reopened","Q126-01-BLG0480","POLYGON ((-73.8256103637978 40.79623478698859, -73.82567699525094 40.796210616562405, -73.82572220618586 40.796282597176365, -73.8256555746771 40.796306767628366, -73.8256103637978 40.79623478698859))"
"2020-05-28T16:36:53.000","2020-06-22T00:00:00.000","3057920","B","Completely Locked","678905","2020-08-12T21:57:36.000","B021","B021","B-02","Reopened","B021-BLG1001","POLYGON ((-73.97918087610958 40.69760725758404, -73.97918581012253 40.69753847734006, -73.97926366782627 40.6975417089248, -73.97931862906154 40.69754399620991, -73.97931369873473 40.697612776460204, -73.9792636463695 40.697610695374145, -73.97918087610958 40.69760725758404))"
,,"4458852","Q",,"997560","2020-08-12T21:57:36.000","Q099","Q099-ZN20","Q-15","Active","Q099-ZN20-BLG0360","POLYGON ((-73.84108287038744 40.740651512446824, -73.84113846588063 40.74059093088556, -73.84119060571608 40.74061861239014, -73.84121660388776 40.740590282214605, -73.84129619066384 40.740632534818445, -73.84127024236577 40.7406608101495, -73.8413222167675 40.740688404016716, -73.84126657150595 40.740749039627666, -73.84108287038744 40.740651512446824))"
,,"4541443","Q",,"1073747","2020-08-12T21:57:36.000","Q084A","Q099","Q-06","Active","Q099-BLG0328","POLYGON ((-73.84569342453293 40.73711990104674, -73.845777468444 40.73710437268646, -73.84580935244377 40.73720421429036, -73.84572530841207 40.73721974357423, -73.84569342453293 40.73711990104674))"
"2020-05-28T16:54:10.000","2020-06-22T00:00:00.000","3144373","B","Completely Locked","840702","2020-08-12T21:57:36.000","B052","B052","B-10","Reopened","B052-BLG1113","POLYGON ((-74.01927503947006 40.635489715132195, -74.01934971154857 40.63541815005284, -74.01941727294252 40.63545906184904, -74.01934260089067 40.635530626971956, -74.01927503947006 40.635489715132195))"
,,"1089148","M",,"807415","2020-08-12T21:57:36.000","M014","M014","M-10","Active","M014-BLG0676","POLYGON ((-73.93991514339166 40.82790208110367, -73.93997396817625 40.82789079431312, -73.93997872372402 40.8278915072791, -73.9399831739299 40.8278929638951, -73.93998712324732 40.827895098323246, -73.93999039275246 40.827897815918405, -73.94001182766259 40.82795825840821, -73.94001158702194 40.82796087242081, -73.94001055813051 40.827963373461465, -73.94000879682748 40.82796562738536, -73.94000639924953 40.827967509974236, -73.94000349233367 40.827968922239464, -73.94000023619124 40.82796978682187, -73.939926674298 40.82798390070887, -73.9399223852777 40.827983797619105, -73.93991824512779 40.82798293729016, -73.93991448378914 40.82798136936919, -73.93991130627563 40.82797917860957, -73.9399088879312 40.827976485769085, -73.93989175995355 40.82792528098486, -73.93988861267607 40.82791587006921, -73.93988974617601 40.82791305751276, -73.93989157298957 40.82791046503856, -73.9398940230866 40.8279081880625, -73.93989700510697 40.82790631208408, -73.93990040636476 40.82790490818357, -73.93991514339166 40.82790208110367))"
